ad_id,campaign_id,date,country,region,latitude,longitude,service,platform,campaign,impressions,clicks,conversions,ad_spend,attributed_revenue
AD-8008,CAM-193,2026-01-22,Zimbabwe,Harare,-17.8292,31.0522,Cybersecurity,Google Ads,Lead Generation,39735,4018,835,7600.46,12096936.04
AD-3376,CAM-525,2026-01-29,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,Instagram Ads,Lead Generation,4691,102,18,10958.94,254898.16
AD-7560,CAM-786,2026-01-16,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,LinkedIn Ads,Lead Generation,3080,111,22,47841.58,80383.42
AD-8380,CAM-903,2026-03-10,Namibia,Windhoek,-22.5609,17.0658,Data Automation,Instagram Ads,Digital Efficiency,45170,4877,373,7065.53,4927943.58
AD-4499,CAM-301,2025-11-22,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,Instagram Ads,Digital Efficiency,79362,3240,517,11612.58,6188589.96
AD-3423,CAM-919,2026-04-02,Botswana,Francistown,-21.1702,27.5079,BI Dashboard,Facebook Ads,Digital Efficiency,73644,6022,1035,22691.79,8929218.51
AD-6289,CAM-821,2026-04-03,Kenya,Nairobi,-1.2921,36.8219,Forecasting Model,Google Ads,Growth Intelligence,82552,2761,214,31697.46,2317935.77
AD-2471,CAM-988,2026-01-16,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,Instagram Ads,Lead Generation,78284,6245,396,23838.52,2218827.54
AD-7832,CAM-633,2025-11-18,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,YouTube Ads,Market Expansion,18642,1725,88,27178.92,271235.5
AD-3910,CAM-244,2026-03-07,Botswana,Francistown,-21.1702,27.5079,HR Analytics,LinkedIn Ads,Digital Efficiency,46613,3921,682,16555.39,5762510.84
AD-2251,CAM-682,2026-01-16,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,LinkedIn Ads,Growth Intelligence,3860,228,31,51552.45,280240.5
AD-6859,CAM-467,2025-12-25,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Instagram Ads,Market Expansion,9710,231,36,18530.19,100405.86
AD-7265,CAM-232,2026-02-01,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,Facebook Ads,Lead Generation,38271,2430,357,35950.6,3011997.8
AD-8308,CAM-851,2026-03-30,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,LinkedIn Ads,Growth Intelligence,21795,973,56,25522.92,585534.38
AD-1395,CAM-146,2025-11-10,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,Facebook Ads,Lead Generation,24898,657,105,11166.13,271401.17
AD-7408,CAM-797,2026-04-28,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,Instagram Ads,AI Awareness,28015,622,133,45682.94,671571.09
AD-9893,CAM-877,2026-01-28,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,Facebook Ads,AI Awareness,23221,2019,161,14247.39,1492551.21
AD-6991,CAM-654,2026-05-02,Botswana,Maun,-19.9833,23.4167,Data Automation,Facebook Ads,Lead Generation,78421,5003,533,44722.62,7761594.8
AD-6063,CAM-639,2026-02-25,Nigeria,Lagos,6.5244,3.3792,HR Analytics,LinkedIn Ads,Growth Intelligence,26317,2634,113,18938.91,1713672.83
AD-1047,CAM-605,2026-01-19,Botswana,Gaborone,-24.6282,25.9231,BI Dashboard,Instagram Ads,AI Awareness,40865,3769,677,8033.22,3120017.75
AD-8661,CAM-543,2026-02-12,South Africa,Johannesburg,-26.2041,28.0473,Cybersecurity,Google Ads,Growth Intelligence,13599,1204,202,19955.56,2415037.21
AD-7068,CAM-442,2025-12-08,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,Instagram Ads,Lead Generation,47113,4360,733,13560.56,3334178.98
AD-8934,CAM-536,2026-01-29,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,Instagram Ads,AI Awareness,29393,2529,205,45527.94,2128669.56
AD-5133,CAM-894,2025-12-08,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,YouTube Ads,Digital Efficiency,15565,1817,314,35773.64,1844613.14
AD-5684,CAM-821,2026-03-18,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,LinkedIn Ads,Lead Generation,1860,50,7,45914.97,19041.66
AD-7554,CAM-655,2026-01-21,Botswana,Maun,-19.9833,23.4167,Cybersecurity,LinkedIn Ads,Digital Efficiency,57256,5427,261,24040.67,2997913.74
AD-5422,CAM-646,2026-01-04,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Facebook Ads,Digital Efficiency,65418,5660,423,19220.47,1521425.39
AD-5162,CAM-211,2026-01-22,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,Facebook Ads,Digital Efficiency,9767,920,105,30901.53,1048806.44
AD-9603,CAM-404,2026-03-11,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,YouTube Ads,Lead Generation,29319,2022,168,24945.79,1262313.35
AD-1497,CAM-432,2026-02-08,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,Google Ads,Digital Efficiency,84043,5534,226,50832.4,2487004.16
AD-3014,CAM-540,2026-02-12,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,YouTube Ads,AI Awareness,37458,1647,238,27561.1,2009481.22
AD-6353,CAM-791,2025-11-15,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,Facebook Ads,Digital Efficiency,80117,1524,174,42895.66,2457514.52
AD-6934,CAM-172,2026-03-19,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,Facebook Ads,Market Expansion,34618,1537,138,36494.56,1123798.76
AD-2478,CAM-108,2026-02-17,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,Google Ads,Growth Intelligence,40158,4533,472,29498.04,4585374.9
AD-8501,CAM-463,2026-03-04,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,LinkedIn Ads,Lead Generation,13590,574,48,40398.07,559660.89
AD-4914,CAM-870,2026-02-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,Instagram Ads,AI Awareness,3902,407,22,48341.84,220244.09
AD-1120,CAM-425,2026-04-18,Botswana,Maun,-19.9833,23.4167,BI Dashboard,LinkedIn Ads,Digital Efficiency,47711,4761,466,20378.28,3974258.01
AD-5885,CAM-999,2026-03-22,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Facebook Ads,Growth Intelligence,82085,5709,794,24575.85,2496523.64
AD-3136,CAM-307,2025-11-24,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,LinkedIn Ads,Digital Efficiency,58662,3289,601,4561.57,2430005.88
AD-5738,CAM-294,2026-03-04,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Instagram Ads,AI Awareness,6925,200,16,18481.53,74275.44
AD-9220,CAM-352,2026-04-06,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,YouTube Ads,Lead Generation,11465,911,100,42286.97,801708.11
AD-2956,CAM-966,2026-04-08,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,Google Ads,Digital Efficiency,15106,742,108,50866.61,661947.62
AD-2980,CAM-467,2025-11-29,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,Instagram Ads,Market Expansion,34236,3168,625,6230.69,8335501.25
AD-4989,CAM-142,2025-12-22,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,Facebook Ads,Digital Efficiency,31545,1576,228,30835.2,3468583.62
AD-7181,CAM-396,2026-01-31,Zambia,Lusaka,-15.3875,28.3228,Forecasting Model,YouTube Ads,Growth Intelligence,9938,895,125,40528.02,1904434.75
AD-6832,CAM-811,2026-03-23,Zambia,Lusaka,-15.3875,28.3228,BI Dashboard,LinkedIn Ads,Lead Generation,31630,2081,417,41616.78,6101732.19
AD-5243,CAM-491,2026-04-15,South Africa,Cape Town,-33.9249,18.4241,Data Automation,LinkedIn Ads,AI Awareness,41560,1475,220,20757.18,2654537.08
AD-7564,CAM-276,2026-01-30,Botswana,Maun,-19.9833,23.4167,Data Automation,Instagram Ads,Growth Intelligence,81831,8023,1298,17927.51,15374126.14
AD-1874,CAM-599,2026-02-14,Botswana,Gaborone,-24.6282,25.9231,BI Dashboard,Google Ads,Lead Generation,6316,698,51,3021.46,633328.53
AD-9577,CAM-197,2026-01-08,Nigeria,Lagos,6.5244,3.3792,Data Automation,LinkedIn Ads,Lead Generation,40839,2637,567,17824.88,7933414.81
AD-5059,CAM-356,2025-12-01,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,Google Ads,AI Awareness,26607,2608,122,48660.35,374424.8
AD-4128,CAM-427,2026-04-05,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,Facebook Ads,Market Expansion,83964,1312,178,16072.82,2787715.43
AD-1327,CAM-674,2026-05-05,South Africa,Johannesburg,-26.2041,28.0473,Forecasting Model,LinkedIn Ads,Digital Efficiency,2732,282,55,43899.54,714214.49
AD-5171,CAM-431,2026-02-10,Botswana,Francistown,-21.1702,27.5079,Data Automation,LinkedIn Ads,Growth Intelligence,52174,2811,208,46899.04,1359319.9
AD-6334,CAM-694,2026-01-28,Kenya,Nairobi,-1.2921,36.8219,Forecasting Model,YouTube Ads,Market Expansion,41590,1753,194,42803.22,2309618.49
AD-8068,CAM-846,2025-12-22,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,LinkedIn Ads,AI Awareness,74479,5296,1035,3497.77,11968917.88
AD-4638,CAM-573,2025-12-05,Nigeria,Lagos,6.5244,3.3792,Data Automation,Instagram Ads,AI Awareness,50314,5814,665,48899.24,3395498.43
AD-6625,CAM-507,2026-01-31,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,Facebook Ads,Lead Generation,55908,1840,180,34401.62,2151149.16
AD-1027,CAM-805,2026-03-23,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,Instagram Ads,Growth Intelligence,62751,2674,300,49434.64,2483545.59
AD-7093,CAM-526,2026-02-23,Zimbabwe,Harare,-17.8292,31.0522,HR Analytics,YouTube Ads,AI Awareness,78703,4883,559,2750.8,5589493.91
AD-1872,CAM-778,2026-04-09,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,Instagram Ads,AI Awareness,25742,2062,65,5606.36,774441.21
AD-1881,CAM-121,2026-03-26,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,LinkedIn Ads,Lead Generation,46094,823,170,51064.34,1872040.12
AD-7072,CAM-980,2026-05-01,Botswana,Gaborone,-24.6282,25.9231,BI Dashboard,Facebook Ads,Market Expansion,37101,1116,161,43547.99,757884.26
AD-9186,CAM-693,2026-04-19,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,YouTube Ads,Market Expansion,13002,1108,45,26753.57,641632.14
AD-7669,CAM-523,2026-03-22,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,Facebook Ads,Digital Efficiency,59353,5999,1116,45997.71,3670085.9
AD-4705,CAM-199,2026-03-04,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,LinkedIn Ads,Lead Generation,24576,1462,147,5152.62,1391447.49
AD-1210,CAM-160,2026-04-08,Botswana,Francistown,-21.1702,27.5079,BI Dashboard,Google Ads,Growth Intelligence,67430,1513,150,24536.97,1589099.62
AD-4155,CAM-515,2026-04-21,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Facebook Ads,Lead Generation,26906,956,93,27847.18,810441.04
AD-9906,CAM-266,2026-03-28,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,YouTube Ads,Digital Efficiency,72421,5408,802,9913.08,3620986.89
AD-7115,CAM-201,2025-12-28,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,Google Ads,Digital Efficiency,57956,5120,670,45828.57,2668364.65
AD-4009,CAM-524,2026-01-02,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Google Ads,AI Awareness,40419,1897,321,29515.04,1945809.64
AD-5087,CAM-418,2026-02-16,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,Google Ads,Growth Intelligence,41236,4100,229,39086.03,1384418.1
AD-3221,CAM-474,2026-04-27,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,LinkedIn Ads,AI Awareness,40797,1206,148,17931.72,1209435.21
AD-9084,CAM-503,2026-01-27,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Instagram Ads,Lead Generation,36733,1286,67,5628.75,712958.13
AD-8712,CAM-519,2026-03-31,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,Facebook Ads,Growth Intelligence,30261,1092,171,3722.79,774249.39
AD-6115,CAM-115,2026-01-13,Namibia,Windhoek,-22.5609,17.0658,HR Analytics,YouTube Ads,Growth Intelligence,41529,638,29,34410.38,99654.66
AD-2125,CAM-176,2025-12-14,Botswana,Maun,-19.9833,23.4167,HR Analytics,YouTube Ads,Growth Intelligence,78633,4149,685,19619.87,4882806.32
AD-6516,CAM-325,2026-02-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Instagram Ads,Lead Generation,28185,1853,111,34828.11,383704.08
AD-1051,CAM-468,2026-03-22,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,Facebook Ads,AI Awareness,56707,4461,851,48192.58,4668192.3
AD-2990,CAM-331,2026-01-24,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,LinkedIn Ads,AI Awareness,29740,2118,134,27396.37,1774388.02
AD-2515,CAM-826,2026-04-20,Namibia,Windhoek,-22.5609,17.0658,HR Analytics,YouTube Ads,Digital Efficiency,69830,3081,436,26543.47,3181998.37
AD-5898,CAM-165,2026-03-26,Botswana,Maun,-19.9833,23.4167,BI Dashboard,YouTube Ads,Lead Generation,27869,1428,259,15528.43,3831349.24
AD-2483,CAM-938,2026-01-27,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,Instagram Ads,Digital Efficiency,51795,6056,512,21472.37,3403910.45
AD-3006,CAM-862,2025-12-04,South Africa,Cape Town,-33.9249,18.4241,Data Automation,YouTube Ads,Lead Generation,26577,2167,252,41773.84,1263031.35
AD-2221,CAM-845,2025-11-14,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Instagram Ads,Digital Efficiency,35271,983,214,40070.48,1816029.03
AD-6905,CAM-767,2026-03-12,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,Facebook Ads,Growth Intelligence,66280,6386,382,4509.07,5917165.44
AD-8175,CAM-907,2025-11-11,Kenya,Nairobi,-1.2921,36.8219,Data Automation,LinkedIn Ads,AI Awareness,7926,130,18,35175.21,205596.27
AD-9436,CAM-527,2026-04-06,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,Google Ads,Digital Efficiency,82526,3373,423,43271.41,1601406.4
AD-1640,CAM-933,2025-11-24,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Instagram Ads,Digital Efficiency,2172,208,21,10220.5,121483.45
AD-6580,CAM-532,2026-04-04,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,Google Ads,Market Expansion,7597,639,91,38687.68,231667.84
AD-5435,CAM-101,2026-01-18,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,YouTube Ads,AI Awareness,20763,2432,450,13023.62,5361368.72
AD-3823,CAM-403,2026-02-22,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,Google Ads,Market Expansion,49425,4286,396,11216.95,3230119.72
AD-6648,CAM-752,2025-11-22,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,YouTube Ads,AI Awareness,18350,1751,329,32492.92,4260247.74
AD-7240,CAM-314,2026-05-03,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,Google Ads,Digital Efficiency,22122,868,118,5293.26,1597227.85
AD-5570,CAM-332,2026-03-23,South Africa,Cape Town,-33.9249,18.4241,AI Chatbot,Facebook Ads,Market Expansion,8480,344,47,29253.84,219654.41
AD-4378,CAM-526,2026-03-03,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,YouTube Ads,Market Expansion,45132,3786,358,21573.15,2438831.26
AD-1339,CAM-126,2026-03-24,Zimbabwe,Harare,-17.8292,31.0522,Cybersecurity,Instagram Ads,Growth Intelligence,52142,3326,402,29227.86,6186110.44
AD-8202,CAM-726,2026-03-18,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,Google Ads,Market Expansion,43753,3303,491,21961.52,3932747.68
AD-9133,CAM-908,2026-04-07,Botswana,Maun,-19.9833,23.4167,HR Analytics,Facebook Ads,Market Expansion,5744,477,35,42889.68,419132.74
AD-4037,CAM-605,2026-04-03,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,Instagram Ads,Growth Intelligence,70629,2820,178,47191.49,1939664.35
AD-5719,CAM-759,2026-04-29,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,Google Ads,Digital Efficiency,61846,3675,435,25748.42,2599737.53
AD-1680,CAM-775,2026-04-02,South Africa,Cape Town,-33.9249,18.4241,AI Chatbot,LinkedIn Ads,Market Expansion,8284,247,34,44054.62,383785.11
AD-7824,CAM-969,2026-03-08,Botswana,Maun,-19.9833,23.4167,Process Optimisation,Facebook Ads,Lead Generation,27573,966,45,36083.82,432638.48
AD-3209,CAM-675,2025-12-16,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,YouTube Ads,Growth Intelligence,43331,2596,412,29655.95,4807395.21
AD-5173,CAM-555,2026-02-16,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,LinkedIn Ads,AI Awareness,75936,8212,268,24085.03,1806995.99
AD-6764,CAM-437,2026-04-18,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,YouTube Ads,AI Awareness,62817,2248,163,34223.97,1354296.13
AD-5249,CAM-233,2026-02-06,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,LinkedIn Ads,Market Expansion,30158,1458,139,43741.67,1188759.19
AD-1572,CAM-515,2026-02-03,Namibia,Windhoek,-22.5609,17.0658,HR Analytics,Google Ads,Digital Efficiency,13679,210,10,50226.09,88588.77
AD-6769,CAM-607,2026-03-14,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,Google Ads,Lead Generation,84585,3328,139,2523.46,427514.21
AD-6653,CAM-860,2026-02-06,Namibia,Windhoek,-22.5609,17.0658,Data Automation,Instagram Ads,Growth Intelligence,84666,9560,1196,5168.21,16734998.11
AD-3014,CAM-303,2025-12-04,South Africa,Johannesburg,-26.2041,28.0473,Cybersecurity,Facebook Ads,AI Awareness,69769,1203,42,36899.28,459426.44
AD-4584,CAM-531,2026-04-01,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Instagram Ads,Digital Efficiency,77736,7501,682,32697.25,4400824.26
AD-7075,CAM-970,2026-01-29,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,LinkedIn Ads,AI Awareness,43467,3386,358,24840.09,2918090.78
AD-3771,CAM-478,2025-11-15,South Africa,Cape Town,-33.9249,18.4241,AI Chatbot,LinkedIn Ads,Growth Intelligence,68869,5796,1005,19707.37,4833292.35
AD-5897,CAM-750,2026-01-05,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,LinkedIn Ads,AI Awareness,27107,2538,444,41828.23,3752467.03
AD-3425,CAM-303,2026-02-08,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,LinkedIn Ads,AI Awareness,5745,562,121,19307.11,661663.47
AD-6871,CAM-955,2026-02-19,Botswana,Maun,-19.9833,23.4167,Data Automation,YouTube Ads,Growth Intelligence,47258,4818,485,36109.0,2639915.19
AD-6903,CAM-862,2026-03-03,Zimbabwe,Harare,-17.8292,31.0522,Cybersecurity,Instagram Ads,Lead Generation,70484,8241,1663,32772.91,26219817.13
AD-9508,CAM-703,2026-02-24,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,Facebook Ads,Lead Generation,38553,3660,159,45114.48,489236.69
AD-6065,CAM-689,2025-12-05,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,Google Ads,Lead Generation,27963,1034,159,7481.91,1585883.34
AD-1684,CAM-762,2026-05-05,Botswana,Maun,-19.9833,23.4167,BI Dashboard,Google Ads,Market Expansion,16237,874,183,42955.49,1348865.1
AD-5675,CAM-874,2026-03-06,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,LinkedIn Ads,Digital Efficiency,22119,2482,399,6567.7,2319621.49
AD-9300,CAM-376,2026-03-15,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,Instagram Ads,Digital Efficiency,52351,952,160,20474.11,1876988.91
AD-9425,CAM-382,2026-03-14,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,Google Ads,Growth Intelligence,33643,724,50,45694.45,494974.62
AD-3463,CAM-883,2025-12-26,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,LinkedIn Ads,Lead Generation,46119,4177,524,17363.27,6026961.74
AD-3644,CAM-793,2026-01-04,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,Facebook Ads,Lead Generation,78675,7715,506,6302.59,3525963.35
AD-4604,CAM-681,2026-04-09,South Africa,Johannesburg,-26.2041,28.0473,HR Analytics,YouTube Ads,Growth Intelligence,24822,1825,397,28923.26,3393733.85
AD-1565,CAM-592,2026-04-12,Botswana,Francistown,-21.1702,27.5079,Data Automation,Instagram Ads,Lead Generation,44315,4532,443,47363.89,4135318.93
AD-2939,CAM-104,2025-11-29,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,LinkedIn Ads,Growth Intelligence,18742,986,121,22952.4,673710.15
AD-9937,CAM-163,2025-12-18,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,LinkedIn Ads,Growth Intelligence,20619,1117,164,20409.99,2377881.21
AD-5752,CAM-807,2025-12-22,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,YouTube Ads,Lead Generation,27786,1983,297,10214.26,1415937.2
AD-7843,CAM-879,2026-01-11,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,YouTube Ads,Growth Intelligence,75932,5135,330,44209.61,2901800.17
AD-8017,CAM-585,2025-11-11,Zimbabwe,Harare,-17.8292,31.0522,HR Analytics,Facebook Ads,AI Awareness,3764,280,30,19265.97,131677.7
AD-9923,CAM-712,2026-03-02,Botswana,Maun,-19.9833,23.4167,AI Chatbot,YouTube Ads,Digital Efficiency,78186,8103,702,33912.86,9011298.9
AD-1960,CAM-710,2025-11-20,Botswana,Maun,-19.9833,23.4167,Forecasting Model,LinkedIn Ads,AI Awareness,3222,225,11,49772.35,168357.14
AD-7790,CAM-751,2025-12-18,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,YouTube Ads,Lead Generation,14445,1196,173,28708.43,564370.3
AD-9193,CAM-104,2026-04-14,Zambia,Lusaka,-15.3875,28.3228,Data Automation,Google Ads,Digital Efficiency,4938,103,10,6093.33,41583.94
AD-7363,CAM-454,2025-12-22,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,Instagram Ads,AI Awareness,64554,6091,1308,21732.01,3330466.39
AD-8820,CAM-947,2026-03-25,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,YouTube Ads,Growth Intelligence,34252,1229,130,46949.7,400201.79
AD-2774,CAM-361,2026-02-11,Botswana,Maun,-19.9833,23.4167,Data Automation,Facebook Ads,Digital Efficiency,77244,1601,155,51184.68,451903.63
AD-2774,CAM-188,2026-02-15,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Instagram Ads,Market Expansion,37291,1420,170,27431.95,602620.91
AD-4999,CAM-764,2025-12-04,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,Instagram Ads,Lead Generation,21609,1078,91,4192.46,1353544.16
AD-2266,CAM-356,2026-01-05,South Africa,Johannesburg,-26.2041,28.0473,HR Analytics,Google Ads,AI Awareness,8587,178,21,26953.55,127563.0
AD-8111,CAM-128,2026-02-22,Botswana,Maun,-19.9833,23.4167,BI Dashboard,LinkedIn Ads,Growth Intelligence,13744,668,38,15079.66,382921.12
AD-6137,CAM-397,2026-03-31,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,LinkedIn Ads,Market Expansion,16969,1172,166,30618.83,2320671.74
AD-2476,CAM-260,2026-03-05,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,Instagram Ads,Growth Intelligence,77608,3700,425,42250.82,3307219.36
AD-1491,CAM-974,2025-12-31,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,Instagram Ads,Market Expansion,56103,3162,684,26310.41,2217952.93
AD-9073,CAM-613,2026-05-05,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,LinkedIn Ads,Digital Efficiency,5184,157,21,45383.62,156503.9
AD-4433,CAM-801,2025-12-29,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Google Ads,Digital Efficiency,53837,4625,497,36579.17,3449968.23
AD-4859,CAM-722,2026-02-26,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,Facebook Ads,Digital Efficiency,45603,4687,323,20986.94,3804558.7
AD-7277,CAM-450,2026-02-11,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Google Ads,Digital Efficiency,22567,725,119,34009.59,1096488.89
AD-1150,CAM-423,2026-03-16,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Facebook Ads,Market Expansion,3193,177,23,29665.5,166105.91
AD-3664,CAM-981,2026-05-07,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,Google Ads,Growth Intelligence,21374,2131,262,20227.3,2443032.47
AD-6623,CAM-969,2026-03-27,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Instagram Ads,Growth Intelligence,35923,695,102,34060.01,909680.14
